# aimc IN_DR7_LSS RA DEC Z ELPETRO_ABSMAG_r u_r sSFR HImass flag3727 t3 Z12logOH Zerr logNO NOerr vflag_VF ID BPTclass 2D_neighbor_ID 2D_neighbor_dist 2D_neighbor_ID_vir 2D_neighbor_dist_vir 3D_neighbor_ID 3D_neighbor_dist 3D_neighbor_ID_vir 3D_neighbor_dist_vir
135.46 1.0 152.68095226901738 -0.6377681061918964 0.02110603079199791 -16.879552841186523 1.4309385418891907 -9.682833671569824 nan nan nan nan nan nan nan 2 1522 1.0 640322 0.43351405497566475 607279 2.3244917005573758 1589 0.668862509275086 607279 4.4161451349394145
185.48 1.0 152.14973280673652 -0.6767952479642801 0.021211344748735428 -16.85500144958496 1.1871248483657837 -8.939473152160645 nan 0.0 0.9350058881141129 8.414113997469727 0.2513960483832428 -1.2645043116738703 0.2801412599151084 2 1589 1.0 607279 0.020788785385703133 607279 0.07918354833468969 640322 0.6495251210065424 607279 2.553568803706681
-99.0 1.0 154.65694596052526 -0.42196279812925064 0.01811487227678299 -16.288087844848633 0.9270355105400085 nan nan nan nan nan nan nan nan 1 1829 nan 586495 0.21727490773680622 586495 4.047816827440823 586495 0.22228721535002324 586495 4.141195779075985
172.62 1.0 153.75970620721034 0.9682556489167827 0.021199265494942665 -16.96735191345215 1.2557484209537506 -9.458992958068848 nan 0.0 2.7247581213022816 7.30349211034837 0.3358532639275543 -0.9601565188559871 0.46385247409254277 2 1943 1.0 61008 0.39972370540896796 61008 2.236739518477444 60757 1.1036625638046138 60997 5.287124858231159
0.0 1.0 155.41179798948707 0.9002553533325333 0.0023375554010272026 -12.911161422729492 1.4624316990375519 -8.750261306762695 7.41 nan nan nan nan nan nan 2 2092 2.0 608190 0.3759800772713868 587104 4.815857271681121 609324 0.5525273695267658 587447 7.597122510807735
144.23 1.0 155.9828028458709 1.033402258131225 0.02267528884112835 -16.907424926757812 1.3205188512802124 -9.122611045837402 9.26 0.0 1.545316433107025 7.815227912034597 0.13961481456371194 -1.332553203579339 0.17404300822811938 2 2309 1.0 2336 0.2123494973962944 2336 0.7181639927834441 2333 0.4785615808127944 2333 3.8785740594358127
48.24 1.0 156.0591174756552 0.14773846624918113 0.023326674476265907 -16.590179443359375 1.5584875643253326 -10.03125 nan nan nan nan nan nan nan 2 2361 1.0 586725 0.03398273570332749 586725 0.14926278717424318 586725 0.26072261428417004 586725 1.145175139139837
128.66 1.0 159.30951877078462 -0.08743954419338047 0.021261854097247124 -16.6418399810791 1.7035429179668427 -9.632553100585938 nan nan nan nan nan nan nan 2 2457 1.0 587198 0.21474116954670946 587198 3.5350305558999526 587108 0.838293159661571 587267 9.52980778658316
144.71 1.0 158.93195067864386 0.00855941231520523 0.01676873490214348 -16.140260696411133 1.316695660352707 -9.58098030090332 nan nan nan nan nan nan nan 1 2728 1.0 2474 0.3550145741418967 2474 2.668094728546813 2474 0.40352895863164473 2474 3.032702220587558
126.68 1.0 159.00858821437066 0.9890581756152056 0.018943272531032562 -16.428030014038086 1.3676829636096954 -9.606098175048828 nan nan nan nan nan nan nan 1 2734 1.0 587180 0.5874650760881942 2910 3.2499559923477532 587188 0.9829707888542664 2910 3.646374962880311
82.17 1.0 161.18210833928825 -0.19504801394669183 0.014977285638451576 -16.79195213317871 1.1555279791355133 -9.615569114685059 nan nan nan nan nan nan nan 1 2770 1.0 3094 0.4721665502438999 3094 5.190857822058578 3094 0.48209324488351346 3094 5.299988933719512
58.39 1.0 160.43092510342183 -0.8896933014700003 0.026092620566487312 -16.9649658203125 1.5380580723285675 -9.809813499450684 nan nan nan nan nan nan nan 2 2784 1.0 587278 0.0977685565995547 587278 1.1477063999286314 2754 0.24380667944098594 2754 1.85311365378802
0.0 1.0 160.73079597573536 -0.1407112685514941 0.007884246297180653 -14.822352409362793 2.2890806198120117 -9.823824882507324 nan nan nan nan nan nan nan 2 2825 1.0 608742 2.102428340336627 79171 12.678388545673942 608742 2.5796357782277783 79171 17.930203078971616
16.89 1.0 159.85537319799357 -0.08470959807630299 0.0186447873711586 -16.37359046936035 2.419048398733139 -10.424236297607422 nan nan nan nan nan nan nan 1 2881 -1.0 2910 0.11458561976395511 2910 0.2610806224049323 2910 0.20426891531849767 2910 0.46542188853360694
41.61 1.0 159.65878662043573 -0.34488553963911295 0.018695440143346786 -16.910655975341797 1.5820057690143585 -10.21117877960205 nan 0.0 6.063459403167973 6.7448792285427865 0.145745432485117 -0.7398502818014903 0.2076539889036296 2 2905 1.0 587207 0.018982202122521604 587207 0.19536510082281613 2910 0.22388284060456284 2910 0.5101117530387564
93.49 1.0 160.68680689678575 0.14917098792767625 0.014944818802177906 -16.790483474731445 1.624610424041748 -9.695967674255371 nan nan nan nan nan nan nan 1 3094 1.0 2770 0.4721665502438999 2770 5.188517780263191 2770 0.482094739166694 2770 5.29761611585075
-99.0 1.0 162.26524977804252 -0.42161005173459126 0.06311003863811493 -16.606637954711914 1.5266291797161102 nan nan nan nan nan nan nan nan 1 3197 nan 3193 0.1608547223373291 3193 0.6138289522631676 3193 0.1865938624885957 3193 0.712050684280918
160.94 1.0 162.19931863961392 -0.3460840385483633 0.016208553686738014 -16.94388771057129 1.2178191542625427 -9.060199737548828 nan 0.0 1.1923361508060388 8.14643262529896 0.27424001552425215 -1.3835137483318105 0.32508063603903353 1 3198 1.0 587476 0.14086530107927125 587476 2.457742902415251 587476 0.6436550107384178 587468 4.219892219594104
86.08 1.0 161.7428441925453 -0.6916997614588747 0.018449269235134125 -16.28789520263672 1.4324402809143066 -9.825193405151367 nan nan nan nan nan nan nan 1 3209 1.0 587383 0.3460143829938617 611521 2.8535982837436245 587383 0.4709133613604133 611521 2.856017360640481
-99.0 1.0 162.15160899890475 -0.23606381235868218 0.026005785912275314 -16.832807540893555 1.460244357585907 nan nan nan nan nan nan nan nan 2 3223 nan 587480 0.06920552113952219 587480 0.8752643787755537 3172 0.6595338671378519 3172 3.86193479168769
92.7 1.0 163.11552651668586 -0.6067465369738346 0.021498143672943115 -16.56377601623535 1.643327921628952 -9.638606071472168 nan 0.0 1.8221221484842842 7.663036506240115 0.1898971648593138 -1.1143848544948858 0.2575066908642231 2 3596 1.0 587652 0.7419932260928914 3505 7.6892971321291546 587652 0.7420645600529754 3505 7.749241197560014
0.0 1.0 163.20269304742254 0.03442869707924706 0.006033490877598524 -16.504167556762695 1.1692650616168976 -9.174285888671875 8.99 0.0 1.0173328046982693 8.347505089079862 0.06700538337675983 -1.3955296797979457 0.07583226194381418 2 3604 1.0 587607 0.020278331334006413 587607 0.6147761483402463 587607 0.3684810265149983 3661 4.168111478285633
-99.0 1.0 163.3209486384517 0.8523776116227731 0.10466348379850388 -16.710113525390625 2.3523931205272675 nan nan nan nan nan nan nan nan 0 3742 nan 611617 0.4163640530296585 61764 2.64569106858563 61764 0.7431273838577764 3720 2.806041053311256
56.46 1.0 165.81355975079475 -0.17468278829857142 0.019540509209036827 -16.999629974365234 1.5479382872581482 -9.891040802001953 nan nan nan nan nan nan nan 1 3916 1.0 587917 0.47627332051842775 3872 3.040931688733914 3872 0.7510977885068147 3872 3.473102638182699
90.78 1.0 165.71002052746195 -0.3642755603998274 0.01682579144835472 -16.76910972595215 1.084461361169815 -9.730664253234863 nan nan nan nan nan nan nan 1 3919 1.0 3932 0.0911179740480138 3932 0.4689344097099481 3853 0.9697657821832173 3932 6.42709510053414
-99.0 1.0 164.88292165304404 -0.04185690833192926 0.018993642181158066 -16.365949630737305 1.157897412776947 nan nan nan nan nan nan nan nan 1 3967 nan 587843 0.028806898480524448 587843 0.4239084965008233 587843 0.035896054798215525 587843 0.5282291194975489
2.0 1.0 166.2506919189455 0.8851768178125304 0.013429256156086922 -15.947537422180176 1.5241819620132446 -9.722102165222168 nan nan nan nan nan nan nan 1 4112 1.0 587969 0.5220007264423144 640587 4.672807474811599 62363 1.3258356378833498 4251 9.760970977622803
138.23 1.0 167.57367769693187 -0.2639665325659482 0.012873382307589054 -15.48183822631836 1.2751749157905579 -9.569028854370117 nan 0.0 1.2106808870886903 8.08186414002101 0.3340624971063657 -1.4897606197304247 0.37937335427750046 1 4227 1.0 588116 0.12738412697729812 4251 0.8601109110752664 588116 0.14865681933595054 4251 1.1487595691250145
170.71 1.0 167.7267917716794 1.0921233869119624 0.0033134822733700275 -15.16028881072998 1.2386412918567657 -9.768060684204102 8.42 0.0 1.1253395746292632 8.08675163303619 0.3743558977295706 -1.564768808612409 0.45612476066896834 2 4422 1.0 588158 0.00019650335382018726 588158 0.0035577535505788493 588158 0.016446289294510866 588158 0.29776511695029345
-99.0 1.0 168.33514331021664 0.841347105639449 0.08032753318548203 -13.286008834838867 nan nan nan nan nan nan nan nan nan 0 4727 nan 4723 1.891994672777707 4723 7.563899672081777 4723 2.8538538609803483 4723 11.4092627182438
152.86 1.0 171.47205594769278 -0.6639281602266937 0.018776405602693558 -16.808116912841797 1.132144257426262 -9.520933151245117 nan nan nan nan nan nan nan 1 4890 1.0 5377 0.005396267007328909 5377 0.059913271918775754 5377 0.19034498678031506 5377 2.1133481600996125
129.76 1.0 170.05568816426572 0.9428102412931674 0.023213833570480347 -16.755720138549805 1.1093545705080032 -9.451068878173828 nan nan nan nan nan nan nan 2 5094 1.0 5095 0.16223668261179133 5095 1.0556549587956112 5095 0.5515962338491363 5095 3.589171635795659
24.85 1.0 170.16439955889493 0.45745224236369547 0.023719605058431625 -16.814916610717773 2.2872760891914368 -10.609447479248047 nan nan nan nan nan nan nan 2 5098 2.0 588428 0.04061971340848458 640684 0.13408832713025143 5171 0.8179334847861622 640684 3.8946427246942976
0.0 1.0 171.8010481784201 -0.9946715110170763 0.0032227279152721167 -16.078102111816406 1.243976503610611 -9.610426902770996 nan 0.0 2.9071956572770232 7.24081937991558 0.25097629826810003 -1.1780622099110758 0.3507752544912927 2 5368 1.0 588695 0.3067311690551448 567798 5.867973585159912 588345 0.5442309648898268 567798 6.182546019343505
161.21 1.0 171.4670729939115 -0.6615946932070187 0.018712937831878662 -16.75834083557129 1.0918980091810226 -8.889601707458496 nan 0.0 1.1837006786515372 8.148520776274687 0.08817612066385974 -1.42703533090142 0.10469981799652335 1 5377 1.0 4890 0.005396267007328909 4890 0.05900464814882678 4890 0.1903490860478279 4890 2.081342682348532
121.28 1.0 170.94493574238106 -1.0415710036653116 0.018881799653172493 -16.570693969726562 1.4558953046798706 -9.56682014465332 nan nan nan nan nan nan nan 1 5413 1.0 548518 0.06366452256363976 548518 0.1682271039384852 15905 0.22837046716209125 15905 2.693534681023958
70.65 1.0 172.12862110189684 0.7825433633662999 0.019925866276025772 -16.835018157958984 1.4607971906661987 -9.920414924621582 9.27 nan nan nan nan nan nan 2 5488 1.0 5524 0.1551522259122006 5524 2.0847759009537623 5524 0.15517461262110954 5524 2.085076710503613
71.6 1.0 172.39504510597652 1.0674146566746108 0.019776131957769394 -16.476245880126953 2.260088175535202 -9.78876781463623 nan nan nan nan nan nan nan 2 5522 2.0 5524 0.2522907170992651 615436 2.0951293353256095 5524 0.5126346252732235 588812 2.2399126125163407
85.83 1.0 172.24247441996877 0.8783902972340321 0.019924987107515335 -16.136802673339844 0.6294690072536469 -9.609410285949707 nan nan nan nan nan nan nan 2 5524 1.0 5488 0.1551522259122006 5488 1.6825345704917798 5488 0.1551746054195373 5488 1.6827772630767117
177.02 1.0 174.1000532603069 -0.4968337821504749 0.02222205325961113 -16.520076751708984 0.9166034311056137 -8.743491172790527 nan 0.0 1.140255553862123 8.23783838119472 0.1047216920731746 -1.5429399050928811 0.1161449280939073 2 5657 1.0 588906 0.6495271695320664 16238 6.445484045353348 5695 1.2018345293205113 16238 7.431376084948418
48.36 1.0 174.25600938434238 -0.5119492676906605 0.019518090412020683 -15.870430946350098 1.1113884299993515 -10.088019371032715 nan nan nan nan nan nan nan 2 5659 2.0 588986 0.24110838661851686 5590 3.0528237020188413 588972 0.7642949978301476 5590 3.173135244856631
108.01 1.0 173.18895524275536 -0.7415168587132484 0.022382942959666252 -16.61188507080078 nan -9.576309204101562 nan nan nan nan nan nan nan 2 5695 1.0 588906 0.5157950101408488 16238 3.4089001297930923 16238 0.9050601235070715 16238 3.798127690070835
20.29 1.0 172.53039451388912 -0.6670519722594912 0.026051297783851624 -16.844650268554688 2.202075570821762 -10.451355934143066 nan nan nan nan nan nan nan 2 5719 -1.0 5687 0.7890295627616244 5687 2.561425932787523 5687 0.825306533784748 5687 2.6791918299440063
2.0 1.0 173.6021604461204 1.15428434314898 0.017150087282061577 -16.4028263092041 1.7573270201683044 -9.647063255310059 nan 0.0 1.0207272812529005 8.421769770432027 0.33224812759850636 -1.564236468417402 0.3410848265932293 1 5773 1.0 63010 0.33895714829656787 63010 2.7285941228472974 615447 1.059139411750747 63085 8.78103293783694
356.72 1.0 174.57232349648257 0.613436078486039 0.0031483108177781105 -14.469361305236816 1.1939873546361923 -9.589516639709473 7.39 nan nan nan nan nan nan 2 5830 1.0 589007 0.08196602919276644 589007 1.1867133875214715 5368 0.5786600695140393 567798 5.844861304633829
2.0 1.0 176.53220786649592 -0.4579384664168693 0.01305977813899517 -16.366588592529297 1.525513380765915 -9.61673355102539 nan 0.0 1.3387044731923174 7.981401599783265 0.23264960468269497 -1.2433339387361357 0.27950638178133286 2 5937 1.0 616946 0.3380017374495125 616946 2.2810607135109087 616946 0.4104722730036835 616946 2.7701401270876134
2.0 1.0 175.94641368337852 -0.8438933409485249 0.020199624821543694 -16.497106552124023 1.81757852435112 -10.187009811401367 nan nan nan nan nan nan nan 2 5966 1.0 16637 0.756345904315904 5590 3.4140509025710464 16637 1.1151698397942384 6335 5.884428371418897
2.0 1.0 175.78869902742397 0.5587854318116541 0.01857833005487919 -16.589405059814453 1.568419188261032 -9.62928295135498 nan nan nan nan nan nan nan 2 6067 2.0 6072 0.28419178544693224 6053 1.2728396762493774 6053 0.32562934611201116 6053 1.3051937373360178
67.26 1.0 175.68706671814377 0.2822653454663276 0.0182943195104599 -16.91503143310547 1.3061253726482391 -9.694432258605957 9.08 nan nan nan nan nan nan 2 6072 1.0 6069 0.12131236862969448 6053 0.5633323481361919 589221 0.4379965410338897 6053 3.1743411340098255
-99.0 1.0 175.8324126775446 0.21599492598616873 0.00021293388272169977 -13.384521484375 -0.4098973423242569 nan nan nan nan nan nan nan nan 2 6084 nan 548777 0.011996886857541474 548777 0.8938263999548346 612900 0.10848089927309083 256299 4.390331147777009
-99.0 1.0 176.70557194417972 0.896139250363326 0.05651937425136566 -16.306543350219727 0.4126149043440819 nan nan nan nan nan nan nan nan 1 6126 nan 5967 4.112556619245542 5967 18.53646542656567 5967 4.120832917958188 5967 18.573769064946955
89.55 1.0 177.02241879854276 0.990896335499241 0.010323935188353062 -15.719294548034668 0.9900578856468201 -9.435151100158691 8.95 nan nan nan nan nan nan 2 6147 1.0 589433 1.0163389602851454 589521 9.009597878871528 589433 1.5645740651777478 589521 11.511345155598526
200.31 1.0 178.19799622165826 -0.6687830202493674 0.004619196988642216 -13.606561660766602 0.7789719849824905 -8.188949584960938 nan 0.0 1.5344332245179229 nan nan nan nan 2 6253 1.0 6668 0.19341037952342885 589557 1.608585119616382 17129 0.5651763426165254 589557 3.1103154059454394
-99.0 1.0 177.89590683734218 -0.9488809216919395 9.049811342265457e-05 -9.185548782348633 2.455320805311203 nan nan nan nan nan nan nan nan 2 6280 nan 548777 0.011101510370956788 6084 0.5883435679176019 619516 0.037807023950462586 612653 0.8467977323471289
170.05 1.0 177.8982500835484 -0.37498767464631855 0.019180815666913986 -16.208328247070312 1.1623217165470123 -9.582945823669434 nan 0.0 1.129736045160746 8.21548526290939 0.1789674575644359 -1.3912005800089497 0.20401767256755482 2 6294 1.0 6284 0.18904092870938732 6284 1.5160445600733858 6284 0.36047959846019323 6284 2.890924933526717
118.66 1.0 177.6419671604183 -0.5378670801606616 0.006118389777839184 -15.05319881439209 1.0258375108242035 -9.349621772766113 nan nan nan nan nan nan nan 2 6317 1.0 589362 0.009815323512411829 589362 0.11931632691459476 589417 0.31793680720129097 6661 5.06243608397206
72.97 1.0 177.15730889363473 0.024800584309595204 0.019143566489219666 -16.76115608215332 1.4094948768615723 -9.605049133300781 nan nan nan nan nan nan nan 2 6357 1.0 6284 0.7080666940259743 589346 3.809461985924573 6284 0.8225463151081237 589346 5.211872646305214
30.5 1.0 180.36758662223602 -0.89191181138222 0.020846331492066383 -16.87590789794922 1.9107665121555328 -10.282441139221191 nan nan nan nan nan nan nan 2 6505 2.0 6552 0.18847481775307465 6552 0.6969487617644291 6570 0.47330726295911096 6552 2.0694845785386655
-99.0 1.0 180.94639784816746 -0.33638317950017016 0.02043362706899643 -16.339540481567383 0.7547867298126221 nan nan nan nan nan nan nan nan 2 6513 nan 6939 0.36009969693821114 589597 1.0283455857393347 589597 0.37942032277475296 589597 1.0530021229289124
2.0 1.0 180.20502494568254 -1.250360311030946 0.02098371647298336 -16.45237922668457 1.6132539510726929 -9.826786041259766 nan nan nan nan nan nan nan 2 6518 1.0 618335 0.35844695455474523 618335 1.550822750053034 6505 0.5959396124853741 6585 3.856476501997367
92.64 1.0 180.14315817357829 -0.5313785032516676 0.020878199487924576 -16.5234375 1.5072809159755707 -9.717933654785156 nan 0.0 1.7147615984715985 7.716256251929611 0.36567359545874 -1.307472583230605 0.48284813030172397 2 6570 1.0 618188 0.1775895519461667 618188 0.8856953636696278 6505 0.4733062922531628 6552 2.5823480170291075
137.77 1.0 179.25996998309222 0.4983186959208611 0.02056274749338627 -16.467491149902344 1.3457262516021729 -9.54797649383545 nan nan nan nan nan nan nan 2 6695 1.0 589462 0.5500202784187992 6585 3.493233133155533 618231 0.9500919640296344 618231 4.399602199034006
0.0 1.0 181.3330573384651 -0.4802345544121974 0.004573756828904152 -13.97758674621582 1.178039088845253 -9.467866897583008 nan 0.0 3.4766603494878363 7.107440115725931 0.356444799902839 -1.2573289407920036 0.4845834321871139 2 6919 1.0 6926 0.0473624075298599 589650 0.5895074421271074 6926 0.2959024706468706 589557 3.3147916562332265
0.0 1.0 181.36111573857568 -0.28217366639327934 0.004476326517760754 -13.395694732666016 1.575363427400589 -9.927115440368652 nan nan nan nan nan nan nan 2 6926 2.0 6919 0.0473624075298599 589650 1.1134552264896707 589650 0.24917189323618844 589650 2.870830918552553
-99.0 1.0 181.09475318155162 0.963692678007769 0.0652599185705185 -16.56367301940918 1.1862380802631378 nan nan nan nan nan nan nan nan 1 7043 nan 7055 0.9247533378961748 7055 3.3273074359444514 7055 1.4914976513959375 7055 5.366481009383027
0.0 1.0 181.05222383577456 0.8026563959524553 0.009787622839212418 -15.763808250427246 1.4648798108100891 -9.682625770568848 8.54 nan nan nan nan nan nan 2 7045 1.0 589521 1.2137099072498165 589521 6.30554295256482 6147 2.661658647664521 141669 10.174757761273446
63.57 1.0 181.38329777348503 0.038978366271768 0.021650593727827072 -16.843746185302734 1.3371093571186066 -9.986255645751953 9.41 nan nan nan nan nan nan 2 7072 2.0 589664 0.4141753311286851 6901 3.4422117716432323 589599 1.075286246234733 64218 5.503827618949801
212.69 1.0 181.78209395992894 -0.019925065169103945 0.020874381065368652 -16.989566802978516 1.3181035220623016 -9.581022262573242 nan 0.0 1.8779188918010616 7.650670541757962 0.34604145233146427 -1.2211985827463003 0.4433994749374924 2 7098 1.0 6901 0.1714661445556521 6901 1.0320287879446088 589664 0.9200848925999117 589597 4.926574118416282
-99.0 1.0 181.8559272782827 0.8422973738199822 0.04905669391155243 -16.967832565307617 1.4435471594333649 nan nan nan nan nan nan nan nan 1 7126 nan 7129 0.13723622733859925 7129 0.9196330743370253 7129 0.6359996437006664 7129 4.261894391563405
80.29 1.0 182.27838770655012 0.47317784569615556 0.0200225580483675 -16.49863052368164 1.8523216247558594 -9.74018669128418 nan nan nan nan nan nan nan 2 7132 1.0 7136 0.11245186153684257 7136 0.5932750069028871 7154 0.4279195522252241 7324 3.4953115811810616
2.0 1.0 182.40453289018726 0.5361158349238394 0.020633945241570473 -16.292736053466797 2.112991213798523 -10.091731071472168 nan nan nan nan nan nan nan 2 7133 1.0 7138 0.1349725382142018 7138 1.1232986482737188 589752 0.24573018007817124 589756 1.1853004892583214
2.0 1.0 182.41086930130967 0.9570491996420212 0.019410302862524986 -16.432912826538086 1.3362187147140503 -9.469941139221191 nan 0.0 4.350098809143708 7.000979277652331 0.2719866545790946 -1.098927023340381 0.377980797243505 2 7144 1.0 7145 0.07127224323579075 7145 0.35421948174401835 7136 0.4429318819246018 7136 2.3368258356508598
68.4 1.0 182.27584204787664 1.1057686297577782 0.02516333945095539 -16.794925689697266 1.553545594215393 -9.692198753356934 nan nan nan nan nan nan nan 1 7147 1.0 589738 0.8088554498856922 618504 9.032768915308205 64529 2.262923921172126 64529 11.923058402113734
-99.0 1.0 184.1476075048735 -0.7097432724061921 0.02104223519563675 -16.298397064208984 1.8748235702514648 nan nan nan nan nan nan nan nan 2 7197 nan 589892 0.29889701982257894 7221 2.6630330337400374 7524 0.46161783797531536 7524 3.163014599821838
34.89 1.0 182.35570075624432 0.30821192221820903 0.020169202238321304 -16.796199798583984 1.4666274189949036 -10.151717185974121 nan nan nan nan nan nan nan 2 7336 1.0 7132 0.19156390859795258 7136 1.2308678854082666 7132 0.47954727735488367 7344 2.8930655666597467
2.0 1.0 182.7641320285924 0.6241021242066274 0.01985826902091503 -16.80506706237793 1.8963715434074402 -10.271140098571777 nan nan nan nan nan nan nan 2 7345 1.0 589763 0.0639190924106998 589756 0.5955170168686331 589766 0.21178347222471 7324 2.781223033433097
2.0 1.0 182.90435899817192 0.3225083870298023 0.02029995620250702 -16.49613380432129 1.613231897354126 -9.708984375 nan nan nan nan nan nan nan 2 7350 1.0 7356 0.07052449194522395 7356 0.549668508800809 7356 0.17263320692475181 7356 1.3455047289604192
25.92 1.0 183.12853600086348 0.8942246343018415 0.021157631650567055 -16.708431243896484 0.6881395727396011 -9.738421440124512 nan nan nan nan nan nan nan 2 7360 2.0 7338 0.2269733861643625 7344 1.0617466287125883 589836 0.5862868656324526 7612 4.226377044459146
0.0 1.0 183.0614058963743 0.07229225938299198 0.007831381633877754 -16.324392318725586 1.0625635087490082 -9.084107398986816 8.66 0.0 1.1552271458623207 8.271023099510762 0.04794398481994377 -1.5806206231247693 0.04865709524746836 2 7370 1.0 589803 0.12166872646826148 589803 4.228042872442319 589791 0.4746405025313441 589944 6.527879395430493
